task_id,cve_id,project,variant,representation,indexed_bug_class,target_class,expected_positive,limited_observability_reason,input_status,response_status,category,model_verdict,confidence,evidence_lines,summary,model,input_tokens,output_tokens,actual_cost_usd,error
CVE-2017-15873__patched__heap-buffer-overflow,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.96,"[39, 207, 211, 212, 258, 268, 269, 270]","No heap allocation or locally plausible allocation-like call supplies the destination pointer; it is loaded from param_1 at line 39. The displayed output writes are bounded by param_1[0x12]: the repeated write requires uVar23 + local_770 not to exceed that bound, and the single-element write requires uVar23 to be below it, so no locally supportable allocation-capacity mismatch is shown.",gpt-5.6-sol,5250,1141,0.06048,
CVE-2017-15873__patched__use-after-free,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,"[262, 263, 264, 299, 300]","No release operation is visible in the function. The recognizable memmove only relocates stack-array contents, and execution reaches return without any locally established free, surviving stale alias, and later use.",gpt-5.6-sol,5221,247,0.033515,
CVE-2017-15873__patched__integer-overflow,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,integer-overflow,False,,ready,ok,false_positive,vulnerable,0.96,"[26, 29, 207, 212, 220, 258, 269, 275, 279, 280, 281]","The bound check at line 207 adds 32-bit unsigned uVar23 to signed local_770, which is converted to unsigned; with no local upper bound on param_1[0x12], feasible positive values can make this addition wrap and incorrectly pass. local_770 can grow through the run-length arithmetic at lines 275-281, while uVar23 grows at lines 220 and 269, and the wrapped expression then controls the output-buffer pointer offset and write loop at line 212.",gpt-5.6-sol,5255,3789,0.139945,
CVE-2017-15873__patched__null-pointer-dereference,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,null-pointer-dereference,False,,ready,ok,false_positive,vulnerable,0.99,"[1, 39]",The pointer parameter param_1 is dereferenced unconditionally at line 39 through *(long *)(param_1 + 0x10). No preceding NULL guard or locally established non-NULL condition exists.,gpt-5.6-sol,5252,357,0.03697,
CVE-2017-15873__patched__out-of-bounds-read,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,out-of-bounds-read,False,,ready,api_error,api_error,,,[],,gpt-5.6-sol,,,,Didn't receive a `response.completed` event.
CVE-2017-15873__patched__command-injection,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.99,"[39, 41, 42, 43, 262, 263, 299, 300, 303]","The function processes parameter-derived state and decoded data but does not construct a command or invoke any locally visible shell-capable sink such as system, popen, or a shell. The only recognized library operation on data is memmove, which does not execute commands.",gpt-5.6-sol,5263,198,0.032255,
CVE-2021-42373__vulnerable__heap-buffer-overflow,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.98,"[35, 61, 62, 77, 101, 110, 112, 115, 123]","No locally allocated region is followed by writes whose size can exceed its allocation. The only explicit byte writes modify an input string at an existing character position, while allocation-like returned pointers are only passed to other calls or freed.",gpt-5.6-sol,2705,469,0.027595,
CVE-2021-42373__vulnerable__use-after-free,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,"[61, 62, 110, 112, 115]","The object released through local_98 is immediately replaced before any later use, with no locally visible surviving alias. Likewise, __ptr is used before free and is not referenced afterward unless overwritten by a new allocation.",gpt-5.6-sol,2676,493,0.02817,
CVE-2021-42373__vulnerable__integer-overflow,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,integer-overflow,False,,ready,ok,abstention,indeterminate,0.9,"[108, 110, 112, 113, 116]","The unsigned update at line 113 can wrap and alter the loop bound at line 116, and sufficiently large converted values could feed the pointer-offset multiplication at line 110; however, feasibility depends on the undocumented range returned by opaque FUN_00105b5e. The pointer-to-int subtraction at line 108 also has width and signedness risk, but its consequential use is only through another opaque callee, so the required security-relevant effect cannot be established or excluded.",gpt-5.6-sol,2710,2527,0.08936,
CVE-2021-42373__vulnerable__null-pointer-dereference,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,null-pointer-dereference,True,,ready,ok,true_positive,vulnerable,0.98,"[86, 90, 91, 136]","On the branch at line 86, plVar12 advances to the next array entry without first checking whether that entry is NULL. Line 90 can therefore load the NULL terminator, which line 91 passes to strchr; the later sentinel check at line 136 confirms that NULL entries are expected in this array but occurs too late.",gpt-5.6-sol,2707,546,0.029915,
CVE-2021-42373__vulnerable__out-of-bounds-read,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,out-of-bounds-read,False,,ready,ok,abstention,indeterminate,0.9,"[79, 80, 86, 90, 94, 95, 135, 136]","The function reads entries through plVar12 and local_88 while advancing them without an explicit object-extent bound, relying instead on null sentinels. Because the supplied function does not expose the extents of the parameter-derived or opaque-callee-derived arrays, no concrete read can be proven either outside or within those objects on all feasible paths.",gpt-5.6-sol,2694,1686,0.06405,
CVE-2021-42373__vulnerable__command-injection,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.98,"[70, 71, 72, 77, 110, 111, 112, 128]","Input-influenced strings are stored or formatted, but this function contains no recognized shell-capable sink such as system, popen, or an explicit shell invocation. The opaque FUN_00105b5e calls cannot be assumed to invoke a shell.",gpt-5.6-sol,2718,288,0.02223,
CVE-2021-42373__patched__heap-buffer-overflow,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.97,"[90, 96, 101, 110, 115, 123]","No displayed operation writes through a region allocated in this function. The explicit byte writes at lines 101 and 123 target a pointer derived from an argument string, while the plausibly heap-returning opaque call at line 110 is only consumed and freed, so no allocation-capacity/write mismatch is locally supportable.",gpt-5.6-sol,2753,628,0.032605,
CVE-2021-42373__patched__use-after-free,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,"[61, 62, 110, 112, 115]","The pointer freed at line 61 is immediately replaced at line 62, with no locally visible surviving alias used afterward. Likewise, __ptr is used before being freed at line 115 and is reassigned at line 110 before each subsequent use.",gpt-5.6-sol,2724,528,0.02946,
CVE-2021-42373__patched__integer-overflow,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,integer-overflow,False,,ready,ok,abstention,indeterminate,0.86,"[107, 108, 110, 111, 112, 113, 116]","Line 108 performs 32-bit signed arithmetic on truncated pointers; a section longer than INT_MAX could produce a wrapped or negative value that is passed as two apparent precision arguments at lines 110-111. Lines 113-116 could also wrap and corrupt loop control if the opaque callee returns a large uint, but neither that return range nor the formatting helper's security-relevant semantics can be established from this isolated function.",gpt-5.6-sol,2758,3728,0.12563,
CVE-2021-42373__patched__null-pointer-dereference,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,null-pointer-dereference,False,,ready,ok,false_positive,vulnerable,0.97,"[79, 80, 81, 82, 83, 90, 91]","The current array element is loaded from *plVar12 without a displayed non-NULL precondition. Even when the branch at line 82 selects the fallback pcStack_90, plVar12 is unchanged, so a NULL current element reaches strchr at line 91, which requires a valid pointer.",gpt-5.6-sol,2755,887,0.040385,
CVE-2021-42373__patched__out-of-bounds-read,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,out-of-bounds-read,False,,ready,ok,abstention,indeterminate,0.86,"[79, 80, 82, 86, 90, 94, 95, 118, 121, 135, 136]","The function reads through adjusted pointer-array positions, including plVar12[1] and *plVar12 after increments, without a locally available array extent. Sentinel-based string scans appear internally consistent, but the extents and termination guarantees of param_2 and the opaque-callee-produced ppuVar8 cannot be established or excluded from this isolated function.",gpt-5.6-sol,2742,2712,0.09507,
CVE-2021-42373__patched__command-injection,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.97,"[70, 71, 72, 77, 90, 110, 111, 112, 128]","Environment- and parameter-derived strings are present, but the function contains no recognized shell-capable sink such as system, popen, or an explicit shell invocation. Calls receiving derived paths are opaque FUN_* functions, so shell interpretation cannot be inferred locally.",gpt-5.6-sol,2766,369,0.0249,
CVE-2021-42374__vulnerable__heap-buffer-overflow,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.97,"[42, 43, 47, 48, 49, 51, 52, 53, 55, 56, 58, 60, 61, 76, 246, 247, 249, 250, 253, 256]","The table buffer receives exactly iVar19 two-byte writes after an allocation request of iVar19*2 bytes. The output buffer is requested at min(uStack_4c,uStack_48); writes advance one byte at a time and either stop at the smaller total limit or flush and reset exactly at uStack_4c, so no displayed write exceeds the locally plausible allocation capacity.",gpt-5.6-sol,4828,1899,0.08111,
CVE-2021-42374__vulnerable__use-after-free,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,"[267, 268, 269, 275, 276, 279]","The three heap objects are freed only during final cleanup at lines 267–269. The subsequent feasible path performs only the stack-canary check and return (or non-returning stack-check failure), with no use of the freed pointers.",gpt-5.6-sol,4799,291,0.032725,
CVE-2021-42374__vulnerable__integer-overflow,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,integer-overflow,False,,ready,api_error,api_error,,,[],,gpt-5.6-sol,,,,Didn't receive a `response.completed` event.
CVE-2021-42374__vulnerable__null-pointer-dereference,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,null-pointer-dereference,False,,ready,ok,abstention,indeterminate,0.9,"[51, 53, 56, 60, 61]","Results of opaque calls are used without NULL guards: __ptr_00 is dereferenced at line 56 and __ptr_01 at line 61. The function does not establish that these opaque callees can return NULL, but their non-NULL-returning semantics also cannot be confirmed in isolation.",gpt-5.6-sol,4830,1563,0.07104,
CVE-2021-42374__vulnerable__out-of-bounds-read,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,out-of-bounds-read,True,,ready,api_error,api_error,,,[],,gpt-5.6-sol,,,,Didn't receive a `response.completed` event.
CVE-2021-42374__vulnerable__command-injection,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.99,"[40, 59, 250, 258, 265, 273]","The function processes parameter-associated data and passes decoded buffers only to opaque helpers. No system, popen, explicit shell invocation, or other locally recognized shell-capable sink is present; fixed diagnostic strings also go only to an opaque callee.",gpt-5.6-sol,4841,222,0.030865,
CVE-2021-42374__patched__heap-buffer-overflow,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.96,"[47, 48, 49, 51, 53, 55, 56, 57, 58, 60, 61, 75, 76, 245, 246, 247, 248, 249, 251, 252, 255]","The model buffer is allocated for 2*iVar19 bytes and initialized with exactly iVar19 two-byte writes. The output buffer is allocated as min(uStack_4c,uStack_48); writes advance one byte at a time and either flush/reset at uStack_4c or stop at uStack_48, so no displayed write exceeds its locally supported capacity.",gpt-5.6-sol,4844,1201,0.06025,
CVE-2021-42374__patched__use-after-free,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,"[257, 266, 267, 268, 274, 275, 278]","The three allocated objects are freed only during final cleanup after their last displayed uses. Following the frees, execution either returns or calls the non-returning stack-check failure routine, so no stale alias is subsequently used.",gpt-5.6-sol,4815,371,0.035205,
CVE-2021-42374__patched__integer-overflow,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,integer-overflow,False,,ready,api_error,api_error,,,[],,gpt-5.6-sol,,,,Didn't receive a `response.completed` event.
CVE-2021-42374__patched__null-pointer-dereference,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,null-pointer-dereference,False,,ready,ok,false_positive,vulnerable,0.97,"[1, 40]","param_1 is used unconditionally as a pointer base at line 40 without any preceding NULL guard. If param_1 is NULL, the pointer arithmetic and dereference of param_1 + 0x10 are unsafe.",gpt-5.6-sol,4846,1124,0.05795,
CVE-2021-42374__patched__out-of-bounds-read,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,out-of-bounds-read,False,,ready,api_error,api_error,,,[],,gpt-5.6-sol,,,,Didn't receive a `response.completed` event.
CVE-2021-42374__patched__command-injection,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.99,"[40, 49, 57, 63, 79, 249, 257, 264, 266, 272, 278]","The function processes and decompresses parameter-associated data using memory operations and opaque helper calls. No recognized shell-capable sink such as system, popen, or an explicit shell invocation appears, and no parameter-derived string is constructed as a command.",gpt-5.6-sol,4857,117,0.027795,
