task_id,cve_id,project,variant,representation,indexed_bug_class,target_class,expected_positive,limited_observability_reason,input_status,response_status,category,model_verdict,confidence,evidence_lines,summary,model,input_tokens,output_tokens,actual_cost_usd,error
CVE-2026-29004__patched__out-of-bounds-read,CVE-2026-29004,busybox,patched,ghidra_pseudo_c,heap-buffer-overflow,out-of-bounds-read,False,,ready,ok,false_positive,vulnerable,0.99,"[23, 25, 27, 29, 30, 35, 36]","The loop can enter with only four bytes remaining, and the length check accepts bVar1 == 0. If bVar2 == 0x1a, line 36 then reads four bytes at param_1 + 8, beyond the param_2 bound on that feasible path.",gpt-5.6-sol,2426,1035,0.04318,
CVE-2026-29004__patched__command-injection,CVE-2026-29004,busybox,patched,ghidra_pseudo_c,heap-buffer-overflow,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.99,"[38, 45, 91, 95, 113, 114, 125, 126]","The function constructs several parameter-derived strings, including at line 113, but no recognized shell-capable sink such as system, popen, or an explicit shell invocation is present. The opaque FUN_* calls cannot be assumed to invoke a shell, so local command-injection data flow is not established.",gpt-5.6-sol,2450,245,0.0196,
CVE-2021-42386__vulnerable__heap-buffer-overflow,CVE-2021-42386,busybox,vulnerable,ghidra_pseudo_c,use-after-free,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.93,"[16, 21, 22, 23, 25, 27, 28, 34, 35, 36, 37, 38]","The allocation-like call requests (max(param_1, 64) + 1) × 32 bytes: 32 bytes for metadata followed by at least param_1 32-byte slots on positive paths. Reused regions are selected only when the existing used-slot count plus param_1 does not exceed capacity, and the loop advances one 32-byte slot per iteration while writing only within offsets 0–3 and 16–23 of each slot. Confidence is slightly reduced because FUN_00119b6d is opaque, though its argument and returned-pointer use locally support an allocation role.",gpt-5.6-sol,1230,1130,0.04005,
CVE-2021-42386__vulnerable__use-after-free,CVE-2021-42386,busybox,vulnerable,ghidra_pseudo_c,use-after-free,use-after-free,True,"The isolated nvalloc body does not show the freeing operation, retained stale alias, and later dereference needed to prove the indexed cross-function use-after-free.",ready,ok,false_negative,not_vulnerable,0.98,"[18, 19, 25, 26, 29, 31, 34, 35, 36, 37, 38]","No release operation is displayed in the function. The list manipulation and later pointer uses do not establish a surviving alias used after free, and freeing behavior cannot be inferred for the opaque callee at line 25.",gpt-5.6-sol,1201,315,0.015455,
CVE-2021-42386__vulnerable__integer-overflow,CVE-2021-42386,busybox,vulnerable,ghidra_pseudo_c,use-after-free,integer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.97,"[21, 22, 23, 25, 35, 36]","The 32-bit parameter is widened to long before the allocation-size addition and multiplication, so even INT_MAX yields a value representable in the apparent 64-bit long type. The pointer-offset multiplications are likewise performed after widening and cannot overflow 64-bit arithmetic for any int parameter; negative parameters may cause other pointer-safety issues, but not integer overflow.",gpt-5.6-sol,1235,1167,0.041185,
CVE-2021-42386__vulnerable__null-pointer-dereference,CVE-2021-42386,busybox,vulnerable,ghidra_pseudo_c,use-after-free,null-pointer-dereference,False,,ready,ok,abstention,indeterminate,0.96,"[25, 26, 27]","The opaque return from FUN_00119b6d is stored in piVar4 and dereferenced without a NULL guard. Because the function provides no local evidence that this opaque callee can or cannot return NULL, a feasible NULL path cannot be established or excluded.",gpt-5.6-sol,1232,471,0.02029,
CVE-2021-42386__vulnerable__out-of-bounds-read,CVE-2021-42386,busybox,vulnerable,ghidra_pseudo_c,use-after-free,out-of-bounds-read,False,,ready,ok,true_negative,not_vulnerable,0.91,"[15, 16, 25, 34, 35, 36, 37, 38]","The displayed reads access fixed metadata fields of a non-null list node; newly created nodes are allocated with at least 0x820 bytes, so those offsets are within the locally allocated object. The parameter-adjusted pointer range at lines 35–38 is used only for writes, not reads, and no adjusted index is subsequently dereferenced for reading.",gpt-5.6-sol,1219,653,0.025685,
CVE-2021-42386__vulnerable__command-injection,CVE-2021-42386,busybox,vulnerable,ghidra_pseudo_c,use-after-free,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.99,"[13, 25, 34, 42]","The parameter is used only in allocation-size calculations, pointer arithmetic, and loop bounds. No command string construction, shell invocation, system, popen, or other shell-capable sink is present in this function.",gpt-5.6-sol,1243,97,0.009125,
CVE-2021-42386__patched__heap-buffer-overflow,CVE-2021-42386,busybox,patched,llvm_ir,use-after-free,heap-buffer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.99,"[10, 11, 12, 13, 14, 15]","The function allocates n × 32 bytes via xzalloc and only casts and returns the resulting pointer. It performs no writes through the allocated region, so no heap destination-capacity mismatch occurs within this isolated function.",gpt-5.6-sol,843,202,0.010275,
CVE-2021-42386__patched__use-after-free,CVE-2021-42386,busybox,patched,llvm_ir,use-after-free,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,"[13, 14, 15]","The function allocates memory with xzalloc, casts the returned pointer, and returns it. No release operation or subsequent stale-reference use is present.",gpt-5.6-sol,814,83,0.00656,
CVE-2021-42386__patched__integer-overflow,CVE-2021-42386,busybox,patched,llvm_ir,use-after-free,integer-overflow,False,,ready,ok,true_negative,not_vulnerable,0.98,"[10, 11, 12, 13]","The i32 operand is sign-extended to i64 before multiplication by 32. Its resulting range is approximately -2^36 through 2^36-32, which cannot overflow i64, so no wrapped value reaches the allocation size.",gpt-5.6-sol,848,257,0.01195,
CVE-2021-42386__patched__null-pointer-dereference,CVE-2021-42386,busybox,patched,llvm_ir,use-after-free,null-pointer-dereference,False,,ready,ok,true_negative,not_vulnerable,0.99,"[13, 14, 15]","The allocation result is only bitcast and returned. No dereference, validity-requiring pointer arithmetic, or recognized non-NULL-requiring operation occurs in this function.",gpt-5.6-sol,845,150,0.008725,
CVE-2021-42386__patched__out-of-bounds-read,CVE-2021-42386,busybox,patched,llvm_ir,use-after-free,out-of-bounds-read,False,,ready,ok,true_negative,not_vulnerable,0.99,"[8, 9, 10, 11, 12, 13, 14, 15]","The only explicit memory read is the load at line 10 from the local i32 allocated at line 8 and initialized at line 9. The remaining operations compute an allocation size, allocate memory, cast the returned pointer, and return it without reading from the allocated object.",gpt-5.6-sol,832,212,0.01052,
CVE-2021-42386__patched__command-injection,CVE-2021-42386,busybox,patched,llvm_ir,use-after-free,command-injection,False,,ready,ok,true_negative,not_vulnerable,0.99,"[7, 10, 11, 12, 13, 15]","The integer parameter is used only to compute an allocation size passed to xzalloc. No command string construction, shell invocation, system, popen, or other shell-capable sink appears in the function.",gpt-5.6-sol,856,100,0.00728,
CVE-2017-15873__vulnerable__heap-buffer-overflow,CVE-2017-15873,busybox,vulnerable,ghidra_pseudo_c,integer-overflow,heap-buffer-overflow,False,,ready,ok,abstention,indeterminate,0.97,"[40, 42, 209, 213, 214, 265, 266]","The function writes through lVar3, a pointer loaded from param_1, but contains no locally identifiable allocation or capacity expression for that region. Although some writes are checked against iVar17, the function alone does not establish that iVar17 represents the allocated byte capacity, so a heap destination-capacity mismatch can neither be proven nor excluded.",gpt-5.6-sol,5185,541,0.042155,
CVE-2017-15873__vulnerable__use-after-free,CVE-2017-15873,busybox,vulnerable,ghidra_pseudo_c,integer-overflow,use-after-free,False,,ready,ok,true_negative,not_vulnerable,0.99,[],"No release operation is displayed in this function, so there is no locally established surviving alias followed by stale use. The opaque FUN_00112846 calls cannot be assumed to free memory.",gpt-5.6-sol,5156,232,0.03274,
CVE-2017-15873__vulnerable__integer-overflow,CVE-2017-15873,busybox,vulnerable,ghidra_pseudo_c,integer-overflow,integer-overflow,True,,ready,invalid_output,invalid_output,,,[],,gpt-5.6-sol,5190,3000,0.11595,provider returned no text and no explicit refusal
CVE-2017-15873__vulnerable__null-pointer-dereference,CVE-2017-15873,busybox,vulnerable,ghidra_pseudo_c,integer-overflow,null-pointer-dereference,False,,ready,ok,false_positive,vulnerable,0.99,"[1, 40]","The pointer parameter param_1 has no preceding NULL guard and is dereferenced immediately at line 40. Thus, a NULL param_1 reaches an unsafe use on function entry.",gpt-5.6-sol,5187,761,0.048765,
CVE-2017-15873__vulnerable__out-of-bounds-read,CVE-2017-15873,busybox,vulnerable,ghidra_pseudo_c,integer-overflow,out-of-bounds-read,False,,ready,invalid_output,invalid_output,,,[],,gpt-5.6-sol,5174,3000,0.11587,provider returned no text and no explicit refusal
CVE-2017-15873__vulnerable__command-injection,CVE-2017-15873,busybox,vulnerable,ghidra_pseudo_c,integer-overflow,command-injection,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2017-15873__patched__heap-buffer-overflow,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,heap-buffer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2017-15873__patched__use-after-free,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,use-after-free,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2017-15873__patched__integer-overflow,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,integer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2017-15873__patched__null-pointer-dereference,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,null-pointer-dereference,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2017-15873__patched__out-of-bounds-read,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,out-of-bounds-read,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2017-15873__patched__command-injection,CVE-2017-15873,busybox,patched,ghidra_pseudo_c,integer-overflow,command-injection,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__vulnerable__heap-buffer-overflow,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,heap-buffer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__vulnerable__use-after-free,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,use-after-free,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__vulnerable__integer-overflow,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,integer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__vulnerable__null-pointer-dereference,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,null-pointer-dereference,True,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__vulnerable__out-of-bounds-read,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,out-of-bounds-read,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__vulnerable__command-injection,CVE-2021-42373,busybox,vulnerable,ghidra_pseudo_c,null-pointer-dereference,command-injection,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__patched__heap-buffer-overflow,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,heap-buffer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__patched__use-after-free,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,use-after-free,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__patched__integer-overflow,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,integer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__patched__null-pointer-dereference,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,null-pointer-dereference,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__patched__out-of-bounds-read,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,out-of-bounds-read,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42373__patched__command-injection,CVE-2021-42373,busybox,patched,ghidra_pseudo_c,null-pointer-dereference,command-injection,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__vulnerable__heap-buffer-overflow,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,heap-buffer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__vulnerable__use-after-free,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,use-after-free,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__vulnerable__integer-overflow,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,integer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__vulnerable__null-pointer-dereference,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,null-pointer-dereference,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__vulnerable__out-of-bounds-read,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,out-of-bounds-read,True,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__vulnerable__command-injection,CVE-2021-42374,busybox,vulnerable,ghidra_pseudo_c,out-of-bounds-read,command-injection,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__patched__heap-buffer-overflow,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,heap-buffer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__patched__use-after-free,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,use-after-free,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__patched__integer-overflow,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,integer-overflow,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__patched__null-pointer-dereference,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,null-pointer-dereference,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__patched__out-of-bounds-read,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,out-of-bounds-read,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
CVE-2021-42374__patched__command-injection,CVE-2021-42374,busybox,patched,ghidra_pseudo_c,out-of-bounds-read,command-injection,False,,ready,,missing_output,,,[],,gpt-5.6-sol,,,,
